,Jobs,Application Links,Post Date
120,Performance Analyst Intern - Spring 2021,"https://nvidia.wd5.myworkdayjobs.com/UniversityJobs/2/refreshFacet/318c8bb6f553100021d22
3d9780d30be","JR1933340   |   Canada, Toronto   |   Posted 30+ Days Ago"
121,Conference Content/Speaker Operations Intern - Winter 2021,"https://nvidia.wd5.myworkdayjobs.com/UniversityJobs/2/refreshFacet/318c8bb6f553100021d22
3d9780d30be","JR1933865   |   US, CA, Santa Clara, More...   |   Posted 30+ Days Ago"
122,"AI/Machine Learning Intern, Metropolis - Summer 2021","https://nvidia.wd5.myworkdayjobs.com/UniversityJobs/2/refreshFacet/318c8bb6f553100021d22
3d9780d30be","JR1934382   |   US, CA, Santa Clara   |   Posted 30+ Days Ago"
123,"Software Engineer Intern, Editor and Tools","https://nvidia.wd5.myworkdayjobs.com/UniversityJobs/2/refreshFacet/318c8bb6f553100021d22
3d9780d30be","JR1934303   |   US, WA, Redmond, More...   |   Posted 30+ Days Ago"
124,SOX Compliance and Data Analytics - New College Grad,"https://nvidia.wd5.myworkdayjobs.com/UniversityJobs/2/refreshFacet/318c8bb6f553100021d22
3d9780d30be","JR1934343   |   US, CA, Santa Clara, More...   |   Posted 30+ Days Ago"
125,Research Intern - Robotics,"https://nvidia.wd5.myworkdayjobs.com/UniversityJobs/2/refreshFacet/318c8bb6f553100021d22
3d9780d30be","JR1923667   |   US, WA, Seattle, More...   |   Posted 30+ Days Ago"
126,Power Methodology and Analysis Engineer,"https://nvidia.wd5.myworkdayjobs.com/UniversityJobs/2/refreshFacet/318c8bb6f553100021d22
3d9780d30be","JR1934177   |   China, Shanghai   |   Posted 30+ Days Ago"
127,ASIC Design Engineer - New College Grad,"https://nvidia.wd5.myworkdayjobs.com/UniversityJobs/2/refreshFacet/318c8bb6f553100021d22
3d9780d30be","JR1934318   |   US, TX, Austin   |   Posted 30+ Days Ago"
128,Software Engineer Intern - Cloud,"https://nvidia.wd5.myworkdayjobs.com/UniversityJobs/2/refreshFacet/318c8bb6f553100021d22
3d9780d30be","JR1934304   |   US, WA, Redmond, More...   |   Posted 30+ Days Ago"
129,Cost Analyst - New College Grad,"https://nvidia.wd5.myworkdayjobs.com/UniversityJobs/2/refreshFacet/318c8bb6f553100021d22
3d9780d30be","JR1934209   |   US, CA, Santa Clara   |   Posted 30+ Days Ago"
130,Software Engineer Intern - Mapping,"https://nvidia.wd5.myworkdayjobs.com/UniversityJobs/2/refreshFacet/318c8bb6f553100021d22
3d9780d30be","JR1934301   |   US, WA, Redmond, More...   |   Posted 30+ Days Ago"
131,"Research Intern, AI Algorithm","https://nvidia.wd5.myworkdayjobs.com/UniversityJobs/2/refreshFacet/318c8bb6f553100021d22
3d9780d30be","JR1923668   |   US, CA, Santa Clara   |   Posted 30+ Days Ago"
132,Silicon Solutions Engineer - New College Grad,"https://nvidia.wd5.myworkdayjobs.com/UniversityJobs/2/refreshFacet/318c8bb6f553100021d22
3d9780d30be","JR1925291   |   US, CA, Santa Clara   |   Posted 30+ Days Ago"
133,"Research Scientist, Robotics - New College Graduate","https://nvidia.wd5.myworkdayjobs.com/UniversityJobs/2/refreshFacet/318c8bb6f553100021d22
3d9780d30be","JR1925878   |   US, WA, Seattle   |   Posted 30+ Days Ago"
134,Graphics C++ Software Engineer Intern,"https://nvidia.wd5.myworkdayjobs.com/UniversityJobs/2/refreshFacet/318c8bb6f553100021d22
3d9780d30be","JR1933824   |   China, Shanghai   |   Posted 30+ Days Ago"
135,Enterprise Marketing Intern - Summer 2021,"https://nvidia.wd5.myworkdayjobs.com/UniversityJobs/2/refreshFacet/318c8bb6f553100021d22
3d9780d30be","JR1933979   |   US, CA, Santa Clara, More...   |   Posted 30+ Days Ago"
136,Marketing Communications Specialist Intern - Spring 2021,"https://nvidia.wd5.myworkdayjobs.com/UniversityJobs/2/refreshFacet/318c8bb6f553100021d22
3d9780d30be","JR1933434   |   US, CA, Santa Clara   |   Posted 30+ Days Ago"
137,"Software Engineering Intern, TensorRT","https://nvidia.wd5.myworkdayjobs.com/UniversityJobs/2/refreshFacet/318c8bb6f553100021d22
3d9780d30be","JR1924545   |   US, CA, Santa Clara   |   Posted 30+ Days Ago"
138,Deep Learning Compiler Engineer (New College Grad),"https://nvidia.wd5.myworkdayjobs.com/UniversityJobs/2/refreshFacet/318c8bb6f553100021d22
3d9780d30be","JR1921265   |   US, WA, Redmond   |   Posted 30+ Days Ago"
139,"ASIC Design Engineer, CPU - New College Grad","https://nvidia.wd5.myworkdayjobs.com/UniversityJobs/2/refreshFacet/318c8bb6f553100021d22
3d9780d30be","JR1924953   |   US, OR, Hillsboro, More...   |   Posted 30+ Days Ago"
140,ASIC Intern - CPU,"https://nvidia.wd5.myworkdayjobs.com/UniversityJobs/2/refreshFacet/318c8bb6f553100021d22
3d9780d30be","JR1925254   |   US, OR, Hillsboro, More...   |   Posted 30+ Days Ago"
141,Product Manager MBA Intern - Summer 2021,"https://nvidia.wd5.myworkdayjobs.com/UniversityJobs/2/refreshFacet/318c8bb6f553100021d22
3d9780d30be","JR1933864   |   US, CA, Santa Clara, More...   |   Posted 30+ Days Ago"
142,Creative Operations Program Management Intern - Winter 2021,"https://nvidia.wd5.myworkdayjobs.com/UniversityJobs/2/refreshFacet/318c8bb6f553100021d22
3d9780d30be","JR1933832   |   US, CA, Santa Clara, More...   |   Posted 30+ Days Ago"
143,"Data Science Intern, GeForce NOW","https://nvidia.wd5.myworkdayjobs.com/UniversityJobs/2/refreshFacet/318c8bb6f553100021d22
3d9780d30be","JR1933816   |   US, CA, Santa Clara   |   Posted 30+ Days Ago"
144,Deep Learning Software/Research Intern (AV Perception),"https://nvidia.wd5.myworkdayjobs.com/UniversityJobs/2/refreshFacet/318c8bb6f553100021d22
3d9780d30be","JR1933818   |   US, CA, Santa Clara   |   Posted 30+ Days Ago"
145,Data Analysis Intern (GeForce NOW),"https://nvidia.wd5.myworkdayjobs.com/UniversityJobs/2/refreshFacet/318c8bb6f553100021d22
3d9780d30be","JR1933817   |   US, CA, Santa Clara   |   Posted 30+ Days Ago"
146,GPU Application Engineer - New College Graduate,"https://nvidia.wd5.myworkdayjobs.com/UniversityJobs/2/refreshFacet/318c8bb6f553100021d22
3d9780d30be","JR1933755   |   China, Shanghai   |   Posted 30+ Days Ago"
147,"DevOps Engineer, Robotics - New College Graduate","https://nvidia.wd5.myworkdayjobs.com/UniversityJobs/2/refreshFacet/318c8bb6f553100021d22
3d9780d30be","JR1933672   |   US, CA, Santa Clara   |   Posted 30+ Days Ago"
148,SOC Design Engineer - New College Grad,"https://nvidia.wd5.myworkdayjobs.com/UniversityJobs/2/refreshFacet/318c8bb6f553100021d22
3d9780d30be","JR1933673   |   US, CA, Santa Clara   |   Posted 30+ Days Ago"
149,"Systems Software Intern, Streaming Technology ?€? Winter 2021","https://nvidia.wd5.myworkdayjobs.com/UniversityJobs/2/refreshFacet/318c8bb6f553100021d22
3d9780d30be","JR1933544   |   US, CA, Santa Clara   |   Posted 30+ Days Ago"
150,Physical Design Intern,"https://nvidia.wd5.myworkdayjobs.com/UniversityJobs/2/refreshFacet/318c8bb6f553100021d22
3d9780d30be","JR1933406   |   US, CA, Santa Clara   |   Posted 30+ Days Ago"
151,Physical Design Intern - Winter 2021,"https://nvidia.wd5.myworkdayjobs.com/UniversityJobs/2/refreshFacet/318c8bb6f553100021d22
3d9780d30be","JR1931607   |   US, CA, Santa Clara   |   Posted 30+ Days Ago"
152,GPU Architecture Engineer ?€? New College Grad,"https://nvidia.wd5.myworkdayjobs.com/UniversityJobs/2/refreshFacet/318c8bb6f553100021d22
3d9780d30be","JR1928772   |   US, CA, Santa Clara   |   Posted 30+ Days Ago"
153,ASIC Clocks Engineer - New College Grad,"https://nvidia.wd5.myworkdayjobs.com/UniversityJobs/2/refreshFacet/318c8bb6f553100021d22
3d9780d30be","JR1925389   |   US, CA, Santa Clara   |   Posted 30+ Days Ago"
154,Software Tools Infrastructure Architecture Intern - Hardware,"https://nvidia.wd5.myworkdayjobs.com/UniversityJobs/2/refreshFacet/318c8bb6f553100021d22
3d9780d30be","JR1924282   |   US, CA, Santa Clara, More...   |   Posted 30+ Days Ago"
155,Software Intern - Autonomous Vehicles,"https://nvidia.wd5.myworkdayjobs.com/UniversityJobs/2/refreshFacet/318c8bb6f553100021d22
3d9780d30be","JR1924421   |   US, CA, Santa Clara   |   Posted 30+ Days Ago"
156,"Software Engineering Intern, Embedded System Software - Summer 2021","https://nvidia.wd5.myworkdayjobs.com/UniversityJobs/2/refreshFacet/318c8bb6f553100021d22
3d9780d30be","JR1933623   |   US, CA, Santa Clara   |   Posted 30+ Days Ago"
157,"Software Intern, Math Libraries","https://nvidia.wd5.myworkdayjobs.com/UniversityJobs/2/refreshFacet/318c8bb6f553100021d22
3d9780d30be","JR1933622   |   US, CA, Santa Clara   |   Posted 30+ Days Ago"
158,Verification Intern,"https://nvidia.wd5.myworkdayjobs.com/UniversityJobs/2/refreshFacet/318c8bb6f553100021d22
3d9780d30be","JR1933592   |   US, CA, Santa Clara   |   Posted 30+ Days Ago"
159,Deep Learning Architect Intern,"https://nvidia.wd5.myworkdayjobs.com/UniversityJobs/2/refreshFacet/318c8bb6f553100021d22
3d9780d30be","JR1928550   |   US, CA, Santa Clara   |   Posted 30+ Days Ago"
160,Physical Design Methodology Engineer - New College Grad,"https://nvidia.wd5.myworkdayjobs.com/UniversityJobs/2/refreshFacet/318c8bb6f553100021d22
3d9780d30be","JR1933573   |   US, CA, Santa Clara   |   Posted 30+ Days Ago"
161,Physical Design Engineer ?€? New College Grad,"https://nvidia.wd5.myworkdayjobs.com/UniversityJobs/2/refreshFacet/318c8bb6f553100021d22
3d9780d30be","JR1932006   |   US, CA, Santa Clara   |   Posted 30+ Days Ago"
162,Performance Analyst Intern - Fall 2021,"https://nvidia.wd5.myworkdayjobs.com/UniversityJobs/2/refreshFacet/318c8bb6f553100021d22
3d9780d30be","JR1933341   |   Canada, Toronto   |   Posted 30+ Days Ago"
163,"Deep Learning Software Intern, Autonomous Vehicles - Winter 2021","https://nvidia.wd5.myworkdayjobs.com/UniversityJobs/2/refreshFacet/318c8bb6f553100021d22
3d9780d30be","JR1933408   |   US, CA, Santa Clara   |   Posted 30+ Days Ago"
164,Software QA Engineer Intern - Fall 2021,"https://nvidia.wd5.myworkdayjobs.com/UniversityJobs/2/refreshFacet/318c8bb6f553100021d22
3d9780d30be","JR1933351   |   Canada, Toronto   |   Posted 30+ Days Ago"
165,"Software Infrastructure Intern, Cloud - Summer 2021","https://nvidia.wd5.myworkdayjobs.com/UniversityJobs/2/refreshFacet/318c8bb6f553100021d22
3d9780d30be","JR1933362   |   US, CA, Santa Clara   |   Posted 30+ Days Ago"
166,"Deep Learning Engineering Intern, Content & Technology - Fall 2021","https://nvidia.wd5.myworkdayjobs.com/UniversityJobs/2/refreshFacet/318c8bb6f553100021d22
3d9780d30be","JR1933345   |   Canada, Toronto   |   Posted 30+ Days Ago"
167,"Deep Learning Engineering Intern, Content & Technology - Summer 2021","https://nvidia.wd5.myworkdayjobs.com/UniversityJobs/2/refreshFacet/318c8bb6f553100021d22
3d9780d30be","JR1933346   |   Canada, Toronto   |   Posted 30+ Days Ago"
168,Software QA Engineer Intern - Summer 2021,"https://nvidia.wd5.myworkdayjobs.com/UniversityJobs/2/refreshFacet/318c8bb6f553100021d22
3d9780d30be","JR1933349   |   Canada, Toronto   |   Posted 30+ Days Ago"
169,Tegra System Arch Intern,"https://nvidia.wd5.myworkdayjobs.com/UniversityJobs/2/refreshFacet/318c8bb6f553100021d22
3d9780d30be","JR1932754   |   China, Shanghai   |   Posted 30+ Days Ago"
170,System Validation Engineer,"https://nvidia.wd5.myworkdayjobs.com/UniversityJobs/2/refreshFacet/318c8bb6f553100021d22
3d9780d30be","JR1932495   |   China, Shenzhen   |   Posted 30+ Days Ago"
171,Software Engineer - New College Graduate,"https://nvidia.wd5.myworkdayjobs.com/UniversityJobs/2/refreshFacet/318c8bb6f553100021d22
3d9780d30be","JR1932538   |   China, Beijing, More...   |   Posted 30+ Days Ago"
172,Solutions Architect - WWFO (New College Grad),"https://nvidia.wd5.myworkdayjobs.com/UniversityJobs/2/refreshFacet/318c8bb6f553100021d22
3d9780d30be","JR1932689   |   US, CA, Santa Clara   |   Posted 30+ Days Ago"
173,Web Services Software Engineer - New College Graduate,"https://nvidia.wd5.myworkdayjobs.com/UniversityJobs/2/refreshFacet/318c8bb6f553100021d22
3d9780d30be","JR1932501   |   China, Shenzhen   |   Posted 30+ Days Ago"
174,HPC/AI Lab Engineer - New College Graduate,"https://nvidia.wd5.myworkdayjobs.com/UniversityJobs/2/refreshFacet/318c8bb6f553100021d22
3d9780d30be","JR1932536   |   China, Beijing, More...   |   Posted 30+ Days Ago"
175,Memory Solution Engineer,"https://nvidia.wd5.myworkdayjobs.com/UniversityJobs/2/refreshFacet/318c8bb6f553100021d22
3d9780d30be","JR1932509   |   China, Shenzhen   |   Posted 30+ Days Ago"
176,Architect - Hardware,"https://nvidia.wd5.myworkdayjobs.com/UniversityJobs/2/refreshFacet/318c8bb6f553100021d22
3d9780d30be",JR1925312   |   India - Bangalore   |   Posted 30+ Days Ago
177,"Developer Technology Intern, AI/GPU/CUDA","https://nvidia.wd5.myworkdayjobs.com/UniversityJobs/2/refreshFacet/318c8bb6f553100021d22
3d9780d30be","JR1931364   |   China, Shenzhen, More...   |   Posted 30+ Days Ago"
178,Verification Engineer - New College Grad,"https://nvidia.wd5.myworkdayjobs.com/UniversityJobs/2/refreshFacet/318c8bb6f553100021d22
3d9780d30be","JR1924728   |   US, MA, Westford, More...   |   Posted 30+ Days Ago"
179,Compute Performance Developer Technology Engineer - New College Graduate,"https://nvidia.wd5.myworkdayjobs.com/UniversityJobs/2/refreshFacet/318c8bb6f553100021d22
3d9780d30be","JR1926028   |   US, CA, Santa Clara, More...   |   Posted 30+ Days Ago"
180,"Developer Technology Engineer, Public Sector - New College Grad","https://nvidia.wd5.myworkdayjobs.com/UniversityJobs/2/refreshFacet/318c8bb6f553100021d22
3d9780d30be","JR1929473   |   US, CA, Santa Clara   |   Posted 30+ Days Ago"
181,Developer Technology Intern - AI,"https://nvidia.wd5.myworkdayjobs.com/UniversityJobs/2/refreshFacet/318c8bb6f553100021d22
3d9780d30be","JR1920532   |   US, CA, Santa Clara, More...   |   Posted 30+ Days Ago"
182,"Developer Technology Engineer, AI - New College Grad","https://nvidia.wd5.myworkdayjobs.com/UniversityJobs/2/refreshFacet/318c8bb6f553100021d22
3d9780d30be","JR1920529   |   US, CA, Santa Clara, More...   |   Posted 30+ Days Ago"
183,Compute Performance Developer Technology Intern - CUDA,"https://nvidia.wd5.myworkdayjobs.com/UniversityJobs/2/refreshFacet/318c8bb6f553100021d22
3d9780d30be","JR1918158   |   US, CA, Santa Clara, More...   |   Posted 30+ Days Ago"
184,Software Engineering Intern - AI,"https://nvidia.wd5.myworkdayjobs.com/UniversityJobs/2/refreshFacet/318c8bb6f553100021d22
3d9780d30be","JR1925275   |   Poland, Warsaw   |   Posted 30+ Days Ago"
185,"Verification Engineer, CPU - New College Grad","https://nvidia.wd5.myworkdayjobs.com/UniversityJobs/2/refreshFacet/318c8bb6f553100021d22
3d9780d30be","JR1926617   |   US, MA, Westford   |   Posted 30+ Days Ago"
186,Software Tools Infrastructure Architect - Hardware,"https://nvidia.wd5.myworkdayjobs.com/UniversityJobs/2/refreshFacet/318c8bb6f553100021d22
3d9780d30be","JR1924283   |   US, CA, Santa Clara, More...   |   Posted 30+ Days Ago"
187,HER Research Project Intern,"https://nvidia.wd5.myworkdayjobs.com/UniversityJobs/2/refreshFacet/318c8bb6f553100021d22
3d9780d30be","JR1929409   |   China, Beijing   |   Posted 30+ Days Ago"
188,"ASIC Intern, FPGA/EMU Prototyping","https://nvidia.wd5.myworkdayjobs.com/UniversityJobs/2/refreshFacet/318c8bb6f553100021d22
3d9780d30be","JR1927479   |   China, Shanghai   |   Posted 30+ Days Ago"
189,GPU Graphics Performance Architect Intern - Hardware,"https://nvidia.wd5.myworkdayjobs.com/UniversityJobs/2/refreshFacet/318c8bb6f553100021d22
3d9780d30be","JR1924373   |   China, Shanghai   |   Posted 30+ Days Ago"
